"source","target","weight","type"
"feel","futur",25,"undirected"
"think","futur",32,"undirected"
"look","futur",29,"undirected"
"mind","futur",10,"undirected"
"feel","nsa",1,"undirected"
"see","secretari",5,"undirected"
"feel","secretari",2,"undirected"
"think","secretari",6,"undirected"
"look","secretari",12,"undirected"
"mind","secretari",4,"undirected"
"see","ball",34,"undirected"
"feel","ball",24,"undirected"
"think","ball",26,"undirected"
"look","ball",45,"undirected"
"mind","ball",3,"undirected"
"feel","cyber",1,"undirected"
"see","patch",28,"undirected"
"feel","patch",11,"undirected"
"think","patch",12,"undirected"
"look","patch",24,"undirected"
"mind","patch",2,"undirected"
"see","scent",20,"undirected"
"feel","scent",48,"undirected"
"think","scent",29,"undirected"
"look","scent",18,"undirected"
"mind","scent",8,"undirected"
"see","local",20,"undirected"
"feel","local",7,"undirected"
"think","local",15,"undirected"
"look","local",21,"undirected"
"mind","local",1,"undirected"
"see","newspap",12,"undirected"
"feel","newspap",1,"undirected"
"think","newspap",10,"undirected"
"look","newspap",17,"undirected"
"see","upstair",22,"undirected"
"feel","upstair",9,"undirected"
"think","upstair",14,"undirected"
"look","upstair",15,"undirected"
"mind","upstair",4,"undirected"
"see","distinct",10,"undirected"
"feel","distinct",15,"undirected"
"think","distinct",12,"undirected"
"look","distinct",16,"undirected"
"mind","distinct",2,"undirected"
"see","yell",49,"undirected"
"feel","yell",21,"undirected"
"think","yell",20,"undirected"
"look","yell",69,"undirected"
"mind","yell",6,"undirected"
"see","cooper",3,"undirected"
"feel","cooper",9,"undirected"
"think","cooper",12,"undirected"
"look","cooper",3,"undirected"
"mind","cooper",1,"undirected"
"feel","roth",1,"undirected"
"see","bra",2,"undirected"
"feel","bra",6,"undirected"
"think","bra",5,"undirected"
"look","bra",6,"undirected"
"see","gunshot",12,"undirected"
"feel","gunshot",2,"undirected"
"think","gunshot",7,"undirected"
"look","gunshot",7,"undirected"
"see","hallway",33,"undirected"
"feel","hallway",25,"undirected"
"think","hallway",23,"undirected"
"look","hallway",45,"undirected"
"mind","hallway",4,"undirected"
"see","nation",9,"undirected"
"feel","nation",4,"undirected"
"think","nation",14,"undirected"
"look","nation",10,"undirected"
"mind","nation",1,"undirected"
"see","moos",1,"undirected"
"feel","moos",1,"undirected"
"see","riley",29,"undirected"
"feel","riley",6,"undirected"
"think","riley",36,"undirected"
"look","riley",38,"undirected"
"mind","riley",4,"undirected"
"see","afterward",13,"undirected"
"feel","afterward",16,"undirected"
"think","afterward",12,"undirected"
"look","afterward",10,"undirected"
"mind","afterward",5,"undirected"
"see","birth",9,"undirected"
"feel","birth",4,"undirected"
"think","birth",10,"undirected"
"look","birth",4,"undirected"
"mind","birth",1,"undirected"
"see","frenchman",4,"undirected"
"feel","frenchman",1,"undirected"
"think","frenchman",1,"undirected"
"see","outhous",1,"undirected"
"feel","outhous",1,"undirected"
"feel","leonardo",1,"undirected"
"think","leonardo",1,"undirected"
"feel","halfhop",1,"undirected"
"feel","mugger",1,"undirected"
"think","mugger",1,"undirected"
"see","pathet",4,"undirected"
"feel","pathet",5,"undirected"
"think","pathet",13,"undirected"
"look","pathet",5,"undirected"
"see","wouldb",2,"undirected"
"feel","wouldb",1,"undirected"
"think","wouldb",3,"undirected"
"see","juic",3,"undirected"
"feel","juic",5,"undirected"
"think","juic",8,"undirected"
"look","juic",9,"undirected"
"mind","juic",1,"undirected"
"feel","pineappl",1,"undirected"
"think","pineappl",2,"undirected"
"look","pineappl",1,"undirected"
"see","savor",1,"undirected"
"feel","savor",5,"undirected"
"think","savor",2,"undirected"
"look","savor",1,"undirected"
"mind","savor",2,"undirected"
"think","weisbrodit",1,"undirected"
"see","resourc",1,"undirected"
"feel","resourc",11,"undirected"
"think","resourc",8,"undirected"
"look","resourc",10,"undirected"
"mind","resourc",2,"undirected"
"see","stammer",1,"undirected"
"feel","stammer",1,"undirected"
"think","stammer",4,"undirected"
"look","stammer",10,"undirected"
"see","tempor",2,"undirected"
"feel","tempor",1,"undirected"
"think","tempor",1,"undirected"
"look","tempor",1,"undirected"
"see","excus",13,"undirected"
"feel","excus",14,"undirected"
"think","excus",24,"undirected"
"look","excus",27,"undirected"
"mind","excus",5,"undirected"
"see","foreign",9,"undirected"
"feel","foreign",7,"undirected"
"think","foreign",9,"undirected"
"look","foreign",9,"undirected"
"mind","foreign",3,"undirected"
"see","negat",3,"undirected"
"feel","negat",6,"undirected"
"think","negat",4,"undirected"
"look","negat",3,"undirected"
"mind","negat",2,"undirected"
"think","faq",1,"undirected"
"see","edward",4,"undirected"
"feel","edward",2,"undirected"
"think","edward",5,"undirected"
"look","edward",8,"undirected"
"think","dof",1,"undirected"
"think","eyepit",1,"undirected"
"see","improb",3,"undirected"
"feel","improb",3,"undirected"
"think","improb",1,"undirected"
"look","improb",5,"undirected"
"see","prevent",9,"undirected"
"feel","prevent",6,"undirected"
"think","prevent",18,"undirected"
"look","prevent",5,"undirected"
"mind","prevent",3,"undirected"
"see","circumst",13,"undirected"
"feel","circumst",13,"undirected"
"think","circumst",21,"undirected"
"look","circumst",15,"undirected"
"mind","circumst",4,"undirected"
"think","fbomb",2,"undirected"
"see","jim",3,"undirected"
"feel","jim",3,"undirected"
"think","jim",13,"undirected"
"look","jim",12,"undirected"
"think","negro",1,"undirected"
"look","negro",5,"undirected"
"see","station",100,"undirected"
"feel","station",40,"undirected"
"think","station",76,"undirected"
"look","station",90,"undirected"
"mind","station",24,"undirected"
"think","undock",1,"undirected"
"see","agenda",2,"undirected"
"feel","agenda",1,"undirected"
"think","agenda",2,"undirected"
"look","agenda",4,"undirected"
"mind","agenda",1,"undirected"
"see","vital",5,"undirected"
"feel","vital",5,"undirected"
"think","vital",15,"undirected"
"look","vital",4,"undirected"
"mind","vital",3,"undirected"
"see","blanket",32,"undirected"
"feel","blanket",20,"undirected"
"think","blanket",23,"undirected"
"look","blanket",32,"undirected"
"mind","blanket",7,"undirected"
"see","sun",68,"undirected"
"feel","sun",46,"undirected"
"think","sun",45,"undirected"
"look","sun",61,"undirected"
"mind","sun",13,"undirected"
"see","avenu",7,"undirected"
"feel","avenu",5,"undirected"
"think","avenu",6,"undirected"
"look","avenu",9,"undirected"
"think","connecticut",3,"undirected"
"look","connecticut",1,"undirected"
"mind","connecticut",1,"undirected"
"see","dictat",1,"undirected"
"feel","dictat",1,"undirected"
"think","dictat",6,"undirected"
"look","dictat",2,"undirected"
"mind","dictat",4,"undirected"
"see","govern",13,"undirected"
"feel","govern",9,"undirected"
"think","govern",27,"undirected"
"look","govern",17,"undirected"
"mind","govern",5,"undirected"
"feel","suffic",1,"undirected"
"think","suffic",3,"undirected"
"see","biohazard",1,"undirected"
"think","biohazard",2,"undirected"
"look","biohazard",2,"undirected"
"see","campfir",5,"undirected"
"feel","campfir",2,"undirected"
"think","campfir",6,"undirected"
"look","campfir",3,"undirected"
"see","elizabeth",3,"undirected"
"feel","elizabeth",3,"undirected"
"think","elizabeth",7,"undirected"
"look","elizabeth",21,"undirected"
"think","norcross",2,"undirected"
"look","norcross",1,"undirected"
"see","st",23,"undirected"
"think","st",26,"undirected"
"look","st",35,"undirected"
"think","wellscrub",1,"undirected"
"see","everett",2,"undirected"
"think","everett",2,"undirected"
"see","ranger",12,"undirected"
"feel","ranger",3,"undirected"
"think","ranger",5,"undirected"
"look","ranger",3,"undirected"
"mind","ranger",1,"undirected"
"see","sidelin",1,"undirected"
"feel","sidelin",2,"undirected"
"think","sidelin",2,"undirected"
"look","sidelin",1,"undirected"
"see","kim",2,"undirected"
"feel","kim",1,"undirected"
"think","kim",4,"undirected"
"look","kim",4,"undirected"
"think","peachtre",1,"undirected"
"see","sergeant",38,"undirected"
"feel","sergeant",15,"undirected"
"think","sergeant",34,"undirected"
"look","sergeant",63,"undirected"
"mind","sergeant",2,"undirected"
"see","discourag",2,"undirected"
"feel","discourag",1,"undirected"
"think","discourag",3,"undirected"
"look","discourag",1,"undirected"
"think","rawhid",1,"undirected"
"look","rawhid",1,"undirected"
"think","resol",1,"undirected"
"look","resol",1,"undirected"
"see","jame",6,"undirected"
"feel","jame",2,"undirected"
"think","jame",10,"undirected"
"look","jame",9,"undirected"
"mind","jame",12,"undirected"
"think","lesli",1,"undirected"
"think","obsoletetech",1,"undirected"
"think","woodwork",1,"undirected"
"look","woodwork",1,"undirected"
"see","enthusiast",3,"undirected"
"think","enthusiast",7,"undirected"
"look","enthusiast",3,"undirected"
"mind","enthusiast",1,"undirected"
"see","jacket",29,"undirected"
"feel","jacket",17,"undirected"
"think","jacket",24,"undirected"
"look","jacket",27,"undirected"
"mind","jacket",2,"undirected"
"think","olympia",2,"undirected"
"think","toogood",1,"undirected"
"see","coverag",2,"undirected"
"think","coverag",1,"undirected"
"look","coverag",2,"undirected"
"see","media",13,"undirected"
"feel","media",2,"undirected"
"think","media",3,"undirected"
"look","media",8,"undirected"
"see","presid",22,"undirected"
"feel","presid",8,"undirected"
"think","presid",30,"undirected"
"look","presid",38,"undirected"
"mind","presid",7,"undirected"
"see","uh",10,"undirected"
"feel","uh",3,"undirected"
"think","uh",8,"undirected"
"look","uh",14,"undirected"
"see","aggress",2,"undirected"
"feel","aggress",3,"undirected"
"think","aggress",7,"undirected"
"look","aggress",10,"undirected"
"mind","aggress",2,"undirected"
"see","intrigu",5,"undirected"
"feel","intrigu",4,"undirected"
"think","intrigu",11,"undirected"
"look","intrigu",12,"undirected"
"think","skulk",3,"undirected"
"see","sunni",3,"undirected"
"feel","sunni",1,"undirected"
"think","sunni",1,"undirected"
"look","sunni",8,"undirected"
"think","abund",1,"undirected"
"look","abund",2,"undirected"
"see","fund",3,"undirected"
"feel","fund",5,"undirected"
"think","fund",8,"undirected"
"look","fund",2,"undirected"
"mind","fund",1,"undirected"
"see","prof",3,"undirected"
"feel","prof",5,"undirected"
"think","prof",8,"undirected"
"look","prof",2,"undirected"
"mind","prof",1,"undirected"
"see","math",4,"undirected"
"feel","math",3,"undirected"
"think","math",6,"undirected"
"look","math",8,"undirected"
"mind","math",2,"undirected"
"see","appli",8,"undirected"
"feel","appli",5,"undirected"
"think","appli",12,"undirected"
"look","appli",18,"undirected"
"mind","appli",7,"undirected"
"see","rumpl",5,"undirected"
"think","rumpl",3,"undirected"
"look","rumpl",8,"undirected"
"see","technician",2,"undirected"
"feel","technician",2,"undirected"
"think","technician",2,"undirected"
"look","technician",4,"undirected"
"mind","technician",1,"undirected"
"see","dame",3,"undirected"
"feel","dame",1,"undirected"
"think","dame",3,"undirected"
"look","dame",1,"undirected"
"see","laptop",13,"undirected"
"feel","laptop",3,"undirected"
"think","laptop",15,"undirected"
"look","laptop",24,"undirected"
"mind","laptop",3,"undirected"
"see","descend",23,"undirected"
"feel","descend",28,"undirected"
"think","descend",22,"undirected"
"look","descend",17,"undirected"
"mind","descend",6,"undirected"
"see","elev",33,"undirected"
"feel","elev",26,"undirected"
"think","elev",26,"undirected"
"look","elev",39,"undirected"
"mind","elev",4,"undirected"
"think","oliveskin",1,"undirected"
"see","slim",7,"undirected"
"feel","slim",5,"undirected"
"think","slim",5,"undirected"
"look","slim",13,"undirected"
"see","strode",11,"undirected"
"feel","strode",11,"undirected"
"think","strode",10,"undirected"
"look","strode",17,"undirected"
"mind","strode",2,"undirected"
"think","jayapura",1,"undirected"
"see","affair",9,"undirected"
"feel","affair",4,"undirected"
"think","affair",6,"undirected"
"look","affair",7,"undirected"
"mind","affair",1,"undirected"
"see","backseat",13,"undirected"
"feel","backseat",3,"undirected"
"think","backseat",3,"undirected"
"look","backseat",9,"undirected"
"mind","backseat",1,"undirected"
"see","displeas",2,"undirected"
"feel","displeas",1,"undirected"
"think","displeas",2,"undirected"
"look","displeas",3,"undirected"
"see","huddl",14,"undirected"
"feel","huddl",5,"undirected"
"think","huddl",7,"undirected"
"look","huddl",11,"undirected"
"think","pawhan",1,"undirected"
"see","intellig",14,"undirected"
"feel","intellig",7,"undirected"
"think","intellig",29,"undirected"
"look","intellig",14,"undirected"
"mind","intellig",9,"undirected"
"feel","mexican",1,"undirected"
"think","mexican",2,"undirected"
"look","mexican",3,"undirected"
"think","samuelson",2,"undirected"
"see","pilot",39,"undirected"
"feel","pilot",12,"undirected"
"think","pilot",19,"undirected"
"look","pilot",35,"undirected"
"mind","pilot",2,"undirected"
"see","comic",6,"undirected"
"feel","comic",2,"undirected"
"think","comic",7,"undirected"
"look","comic",8,"undirected"
"mind","comic",1,"undirected"
"see","lifetim",8,"undirected"
"feel","lifetim",12,"undirected"
"think","lifetim",11,"undirected"
"look","lifetim",5,"undirected"
"see","natur",31,"undirected"
"feel","natur",31,"undirected"
"think","natur",34,"undirected"
"look","natur",24,"undirected"
"mind","natur",12,"undirected"
"see","organ",22,"undirected"
"feel","organ",19,"undirected"
"think","organ",39,"undirected"
"look","organ",16,"undirected"
"mind","organ",13,"undirected"
"feel","peev",1,"undirected"
"think","peev",1,"undirected"
"look","peev",3,"undirected"
"think","coupon",1,"undirected"
"think","earthandpeasantlov",1,"undirected"
"see","meal",11,"undirected"
"feel","meal",16,"undirected"
"think","meal",17,"undirected"
"look","meal",20,"undirected"
"mind","meal",3,"undirected"
"think","roomi",2,"undirected"
"feel","unwant",4,"undirected"
"think","unwant",1,"undirected"
"see","explan",7,"undirected"
"feel","explan",13,"undirected"
"think","explan",27,"undirected"
"look","explan",16,"undirected"
"think","fend",2,"undirected"
"look","fend",3,"undirected"
"mind","fend",1,"undirected"
"see","ladi",30,"undirected"
"feel","ladi",11,"undirected"
"think","ladi",27,"undirected"
"look","ladi",53,"undirected"
"mind","ladi",5,"undirected"
"think","indiscreet",1,"undirected"
"feel","attorney",1,"undirected"
"think","attorney",4,"undirected"
"look","attorney",2,"undirected"
"feel","prize",3,"undirected"
"think","prize",6,"undirected"
"look","prize",2,"undirected"
"think","classi",1,"undirected"
"look","classi",1,"undirected"
"see","fuss",4,"undirected"
"think","fuss",1,"undirected"
"look","fuss",6,"undirected"
"think","yowl",1,"undirected"
"mind","yowl",1,"undirected"
"think","bias",2,"undirected"
"see","liber",2,"undirected"
"feel","liber",7,"undirected"
"think","liber",6,"undirected"
"look","liber",2,"undirected"
"mind","liber",2,"undirected"
"think","dret",1,"undirected"
"look","dret",1,"undirected"
"see","greg",4,"undirected"
"feel","greg",1,"undirected"
"think","greg",3,"undirected"
"look","greg",3,"undirected"
"see","holster",8,"undirected"
"feel","holster",5,"undirected"
"think","holster",8,"undirected"
"look","holster",15,"undirected"
"mind","holster",1,"undirected"
"see","properti",9,"undirected"
"think","properti",6,"undirected"
"look","properti",10,"undirected"
"mind","properti",2,"undirected"
"see","sidearm",2,"undirected"
"think","sidearm",3,"undirected"
"look","sidearm",7,"undirected"
"mind","sidearm",4,"undirected"
"see","steal",9,"undirected"
"feel","steal",5,"undirected"
"think","steal",12,"undirected"
"look","steal",14,"undirected"
"mind","steal",6,"undirected"
"think","hairdy",1,"undirected"
"think","peroxid",2,"undirected"
"feel","pharmaci",1,"undirected"
"think","pharmaci",2,"undirected"
"look","pharmaci",3,"undirected"
"see","shhh",1,"undirected"
"think","shhh",1,"undirected"
"look","shhh",1,"undirected"
